  0.000000000000e+000  1.077541826513e+009
  0.000000000000e+000  1.077381467711e+009
  0.000000000000e+000  1.076900295801e+009
  0.000000000000e+000  1.076098023971e+009
  0.000000000000e+000  1.074974173150e+009
  0.000000000000e+000  1.073528070433e+009
  0.000000000000e+000  1.071758846857e+009
  0.000000000000e+000  1.069665434502e+009
  0.000000000000e+000  1.067246562915e+009
  0.000000000000e+000  1.064500754799e+009
  0.000000000000e+000  1.061426320961e+009
  0.000000000000e+000  1.058021354456e+009
  0.000000000000e+000  1.054283723880e+009
  0.000000000000e+000  1.050211065764e+009
  0.000000000000e+000  1.045800775989e+009
  0.000000000000e+000  1.041050000148e+009
  0.000000000000e+000  1.035955622769e+009
  0.000000000000e+000  1.030514255288e+009
  0.000000000000e+000  1.024722222660e+009
  0.000000000000e+000  1.018575548462e+009
  0.000000000000e+000  1.012069938344e+009
  0.000000000000e+000  1.005200761641e+009
  0.000000000000e+000  9.979630309260e+008
  0.000000000000e+000  9.903513792918e+008
  0.000000000000e+000  9.823600350573e+008
  0.000000000000e+000  9.739827935913e+008
  0.000000000000e+000  9.652129858761e+008
  0.000000000000e+000  9.560434433739e+008
  0.000000000000e+000  9.464664586860e+008
  0.000000000000e+000  9.364737414056e+008
  0.000000000000e+000  9.260563684559e+008
  0.000000000000e+000  9.152047280756e+008
  0.000000000000e+000  9.039084564567e+008
  0.000000000000e+000  8.921563658410e+008
  0.000000000000e+000  8.799363626451e+008
  0.000000000000e+000  8.672353538842e+008
  0.000000000000e+000  8.540391397923e+008
  0.000000000000e+000  8.403322900697e+008
  0.000000000000e+000  8.260980005930e+008
  0.000000000000e+000  8.113179266666e+008
  0.000000000000e+000  7.959719879141e+008
  0.000000000000e+000  7.800381386383e+008
  0.000000000000e+000  7.634920958042e+008
  0.000000000000e+000  7.463070145801e+008
  0.000000000000e+000  7.284530983846e+008
  0.000000000000e+000  7.098971263254e+008
  0.000000000000e+000  6.906018753080e+008
  0.000000000000e+000  6.705254062338e+008
  0.000000000000e+000  6.496201725165e+008
  0.000000000000e+000  6.278318929000e+008
  0.000000000000e+000  6.050981065134e+008
  0.000000000000e+000  5.813462916528e+008
  0.000000000000e+000  5.564913731283e+008
  0.000000000000e+000  5.304323523520e+008
  0.000000000000e+000  5.030476443049e+008
  0.000000000000e+000  4.741884474941e+008
  0.000000000000e+000  4.436690087229e+008
  0.000000000000e+000  4.112517629402e+008
  0.000000000000e+000  3.766235420007e+008
  0.000000000000e+000  3.393551215959e+008
  0.000000000000e+000  2.988268161761e+008
  0.000000000000e+000  2.540761085469e+008
  0.000000000000e+000  2.034324433791e+008
  0.000000000000e+000  1.433832031476e+008
  0.000000000000e+000  6.248194429091e+007
  0.000000000000e+000 -7.143361528231e+008
  0.000000000000e+000 -2.143454021489e+009
  0.000000000000e+000 -3.572468887034e+009
  0.000000000000e+000 -5.001452077123e+009
  0.000000000000e+000 -6.430419752376e+009
  0.000000000000e+000 -7.859378195479e+009
  0.000000000000e+000 -9.288330509278e+009
  0.000000000000e+000 -1.071727845537e+010
  0.000000000000e+000 -1.214622313052e+010
  0.000000000000e+000 -1.357516526411e+010
  0.000000000000e+000 -1.500410536587e+010
  0.000000000000e+000 -1.643304380604e+010
  0.000000000000e+000 -1.786198086208e+010
  0.000000000000e+000 -1.929091674727e+010
  0.000000000000e+000 -2.071985162910e+010
  0.000000000000e+000 -2.214878564151e+010
  0.000000000000e+000 -2.357771889329e+010
  0.000000000000e+000 -2.500665147400e+010
  0.000000000000e+000 -2.643558345828e+010
  0.000000000000e+000 -2.786451490894e+010
  0.000000000000e+000 -2.929344587938e+010
  0.000000000000e+000 -3.072237641537e+010
  0.000000000000e+000 -3.215130655642e+010
  0.000000000000e+000 -3.358023633688e+010
  0.000000000000e+000 -3.500916578684e+010
  0.000000000000e+000 -3.643809493272e+010
  0.000000000000e+000 -3.786702379794e+010
  0.000000000000e+000 -3.929595240328e+010
  0.000000000000e+000 -4.072488076733e+010
  0.000000000000e+000 -4.215380890672e+010
  0.000000000000e+000 -4.358273683643e+010
  0.000000000000e+000 -4.501166457000e+010
  0.000000000000e+000 -4.644059211969e+010
  0.000000000000e+000 -4.786951949665e+010
  0.000000000000e+000 -4.929844671103e+010
  0.000000000000e+000 -5.072737377213e+010
  0.000000000000e+000 -5.215630068847e+010
  0.000000000000e+000 -5.358522746788e+010
  0.000000000000e+000 -5.501415411755e+010
  0.000000000000e+000 -5.644308064415e+010
  0.000000000000e+000 -5.787200705384e+010
  0.000000000000e+000 -5.930093335230e+010
  0.000000000000e+000 -6.072985954485e+010
  0.000000000000e+000 -6.215878563641e+010
  0.000000000000e+000 -6.358771163156e+010
  0.000000000000e+000 -6.501663753460e+010
  0.000000000000e+000 -6.644556334953e+010
  0.000000000000e+000 -6.787448908010e+010
  0.000000000000e+000 -6.930341472983e+010
  0.000000000000e+000 -7.073234030201e+010
  0.000000000000e+000 -7.216126579975e+010
  0.000000000000e+000 -7.359019122596e+010
  0.000000000000e+000 -7.501911658340e+010
  0.000000000000e+000 -7.644804187467e+010
  0.000000000000e+000 -7.787696710221e+010
  0.000000000000e+000 -7.930589226834e+010
  0.000000000000e+000 -8.073481737526e+010
  0.000000000000e+000 -8.216374242504e+010
  0.000000000000e+000 -8.359266741966e+010
  0.000000000000e+000 -8.502159236097e+010
  0.000000000000e+000 -8.645051725077e+010
  0.000000000000e+000 -8.787944209074e+010
  0.000000000000e+000 -8.930836688249e+010
  0.000000000000e+000 -9.073729162754e+010
  0.000000000000e+000 -9.216621632736e+010
  0.000000000000e+000 -9.359514098334e+010
  0.000000000000e+000 -9.502406559681e+010
  0.000000000000e+000 -9.645299016904e+010
  0.000000000000e+000 -9.788191470123e+010
  0.000000000000e+000 -9.931083919456e+010
  0.000000000000e+000 -1.007397636501e+011
  0.000000000000e+000 -1.021686880690e+011
  0.000000000000e+000 -1.035976124522e+011
  0.000000000000e+000 -1.050265368007e+011
  0.000000000000e+000 -1.064554611154e+011
  0.000000000000e+000 -1.078843853973e+011
  0.000000000000e+000 -1.093133096472e+011
  0.000000000000e+000 -1.107422338659e+011
  0.000000000000e+000 -1.121711580542e+011
  0.000000000000e+000 -1.136000822130e+011
  0.000000000000e+000 -1.150290063429e+011
  0.000000000000e+000 -1.164579304446e+011
  0.000000000000e+000 -1.178868545189e+011
  0.000000000000e+000 -1.193157785664e+011
  0.000000000000e+000 -1.207447025878e+011
  0.000000000000e+000 -1.221736265836e+011
  0.000000000000e+000 -1.236025505544e+011
  0.000000000000e+000 -1.250314745009e+011
  0.000000000000e+000 -1.264603984236e+011
  0.000000000000e+000 -1.278893223229e+011
  0.000000000000e+000 -1.293182461995e+011
  0.000000000000e+000 -1.307471700539e+011
  0.000000000000e+000 -1.321760938864e+011
  0.000000000000e+000 -1.336050176976e+011
  0.000000000000e+000 -1.350339414880e+011
  0.000000000000e+000 -1.364628652580e+011
  0.000000000000e+000 -1.378917890079e+011
  0.000000000000e+000 -1.393207127383e+011
  0.000000000000e+000 -1.407496364495e+011
  0.000000000000e+000 -1.421785601418e+011
  0.000000000000e+000 -1.436074838158e+011
  0.000000000000e+000 -1.450364074717e+011
  0.000000000000e+000 -1.464653311099e+011
  0.000000000000e+000 -1.478942547308e+011
  0.000000000000e+000 -1.493231783346e+011
  0.000000000000e+000 -1.507521019217e+011
  0.000000000000e+000 -1.521810254924e+011
  0.000000000000e+000 -1.536099490471e+011
  0.000000000000e+000 -1.550388725860e+011
  0.000000000000e+000 -1.564677961093e+011
  0.000000000000e+000 -1.578967196175e+011
  0.000000000000e+000 -1.593256431108e+011
  0.000000000000e+000 -1.607545665893e+011
  0.000000000000e+000 -1.621834900535e+011
  0.000000000000e+000 -1.636124135035e+011
  0.000000000000e+000 -1.650413369396e+011
  0.000000000000e+000 -1.664702603620e+011
  0.000000000000e+000 -1.678991837710e+011
  0.000000000000e+000 -1.693281071667e+011
  0.000000000000e+000 -1.707570305495e+011
  0.000000000000e+000 -1.721859539195e+011
  0.000000000000e+000 -1.736148772770e+011
  0.000000000000e+000 -1.750438006221e+011
  0.000000000000e+000 -1.764727239550e+011
  0.000000000000e+000 -1.779016472760e+011
  0.000000000000e+000 -1.793305705852e+011
  0.000000000000e+000 -1.807594938829e+011
  0.000000000000e+000 -1.821884171691e+011
  0.000000000000e+000 -1.836173404441e+011
  0.000000000000e+000 -1.850462637081e+011
  0.000000000000e+000 -1.864751869612e+011
  0.000000000000e+000 -1.879041102036e+011
  0.000000000000e+000 -1.893330334355e+011
  0.000000000000e+000 -1.907619566569e+011
  0.000000000000e+000 -1.921908798682e+011
  0.000000000000e+000 -1.936198030693e+011
  0.000000000000e+000 -1.950487262605e+011
